Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
1,1,1,2.03,4.703,0,19.3,0,0,NA,NA,NA,NA,NA
2,1,2,2.002,4.675,0,17.4,0.039,0.039,NA,0.039,NA,-135,NA
3,1,3,1.898,4.557,0,20.4,0.197,0.197,NA,0.157,NA,-131.424,3.576
4,1,4,1.863,4.439,0,22.5,0.32,0.312,NA,0.123,NA,-106.39,25.034
5,1,5,1.689,4.245,0,30.8,0.58,0.571,NA,0.261,NA,-131.76,-25.371
6,1,6,1.675,4.099,0,28.5,0.727,0.7,NA,0.146,NA,-95.44,36.32
7,1,7,1.606,4.05,0,29.4,0.812,0.778,NA,0.085,NA,-145.008,-49.568
8,1,8,1.599,4.009,0,29.8,0.854,0.817,NA,0.042,NA,-99.462,45.546
9,1,9,1.592,3.918,0,17.1,0.944,0.898,NA,0.091,NA,-94.399,5.064
10,1,10,1.557,3.814,0,30,1.054,1.007,NA,0.11,NA,-108.435,-14.036
11,1,11,1.536,3.766,0,35.4,1.107,1.059,NA,0.053,NA,-113.199,-4.764
12,1,12,1.411,3.675,0,26.7,1.261,1.199,NA,0.154,NA,-144.162,-30.964
13,1,13,1.196,3.634,0,26.7,1.481,1.356,NA,0.219,NA,-169.046,-24.884
14,1,14,1.148,3.62,0,37.4,1.531,1.397,NA,0.051,NA,-164.055,4.991
15,1,15,1.016,3.62,0,12.5,1.663,1.484,NA,0.132,NA,180,-15.945
16,2,1,4.62,4.043,0,43.2,0,0,NA,NA,NA,NA,NA
17,2,2,4.613,4.113,0,33.3,0.07,0.07,NA,0.07,NA,95.711,NA
18,2,3,4.606,4.155,0,39,0.112,0.112,NA,0.042,NA,99.462,3.752
19,2,4,4.557,4.155,0,38.7,0.161,0.127,NA,0.049,NA,180,80.538
20,2,5,4.536,4.155,0,36.2,0.181,0.139,NA,0.021,NA,180,0
21,2,6,4.516,4.155,0,30.6,0.202,0.152,NA,0.021,NA,180,0
22,2,7,4.488,4.175,0,21.7,0.237,0.187,NA,0.035,NA,143.13,-36.87
23,2,8,4.446,4.182,0,27.2,0.279,0.222,NA,0.042,NA,170.538,27.408
24,2,9,4.425,4.148,0,29.4,0.32,0.221,NA,0.04,NA,-120.964,68.499
25,2,10,4.391,4.12,0,27,0.364,0.242,NA,0.044,NA,-141.34,-20.376
26,2,11,4.342,4.078,0,35.6,0.428,0.28,NA,0.064,NA,-139.399,1.941
27,2,12,4.321,4.05,0,20.4,0.463,0.299,NA,0.035,NA,-126.87,12.529
28,2,13,4.314,4.009,0,32.2,0.505,0.308,NA,0.042,NA,-99.462,27.408
29,2,14,4.3,4.002,0,15.6,0.521,0.322,NA,0.016,NA,-153.435,-53.973
30,2,15,4.252,3.974,0,30.6,0.577,0.375,NA,0.056,NA,-150.255,3.18
31,2,16,4.196,3.953,0,27.6,0.636,0.433,NA,0.059,NA,-159.444,-9.189
32,2,17,4.141,3.995,0,35.7,0.706,0.482,NA,0.069,NA,143.13,-57.426
33,2,18,4.141,4.057,0,31.8,0.768,0.479,NA,0.062,NA,90,-53.13
34,3,1,3.634,5.314,0,31.2,0,0,NA,NA,NA,NA,NA
35,3,2,3.634,5.238,0,24.9,0.076,0.076,NA,0.076,NA,-90,NA
36,3,3,3.641,5.189,0,24.4,0.125,0.125,NA,0.049,NA,-81.87,8.13
37,3,4,3.634,5.155,0,28.8,0.161,0.16,NA,0.035,NA,-101.31,-19.44
38,3,5,3.641,5.106,0,29.3,0.21,0.208,NA,0.049,NA,-81.87,19.44
39,4,1,2.036,0.793,0,24.9,0,0,NA,NA,NA,NA,NA
40,4,2,1.967,0.793,0,30.6,0.069,0.069,NA,0.069,NA,180,NA
41,4,3,1.911,0.786,0,32.1,0.125,0.125,NA,0.056,NA,-172.875,7.125
42,4,4,1.87,0.793,0,24.9,0.168,0.167,NA,0.042,NA,170.538,-16.587
43,4,5,1.828,0.793,0,35.7,0.209,0.208,NA,0.042,NA,180,9.462
44,4,6,1.786,0.8,0,41.1,0.252,0.25,NA,0.042,NA,170.538,-9.462
45,4,7,1.724,0.8,0,42.3,0.314,0.313,NA,0.062,NA,180,9.462
46,4,8,1.661,0.8,0,40.1,0.377,0.375,NA,0.062,NA,180,0
47,4,9,1.627,0.793,0,26.1,0.412,0.41,NA,0.035,NA,-168.69,11.31
48,4,10,1.599,0.793,0,30,0.44,0.438,NA,0.028,NA,180,-11.31
49,4,11,1.55,0.773,0,40.2,0.493,0.487,NA,0.053,NA,-156.801,23.199
50,4,12,1.523,0.773,0,21,0.52,0.514,NA,0.028,NA,180,-23.199
51,4,13,1.481,0.8,0,33,0.571,0.556,NA,0.05,NA,146.31,-33.69
52,4,14,1.467,0.821,0,46.2,0.596,0.57,NA,0.025,NA,123.69,-22.62
53,4,15,1.432,0.821,0,24.6,0.63,0.605,NA,0.035,NA,180,56.31
54,4,16,1.405,0.8,0,31.3,0.665,0.632,NA,0.035,NA,-143.13,36.87
55,4,17,1.425,0.703,0,28.5,0.764,0.618,NA,0.099,NA,-77.905,65.225
56,4,18,1.405,0.648,0,24.7,0.824,0.649,NA,0.059,NA,-110.556,-32.651
57,5,1,1.543,0.363,0,44.4,0,0,NA,NA,NA,NA,NA
58,5,2,1.398,0.273,0,30.3,0.172,0.172,NA,0.172,NA,-148.241,NA
59,5,3,1.328,0.273,0,35.7,0.241,0.233,NA,0.069,NA,180,-31.759
60,5,4,1.293,0.273,0,58.8,0.276,0.266,NA,0.035,NA,180,0
61,5,5,1.266,0.273,0,57,0.303,0.292,NA,0.028,NA,180,0
62,5,6,1.245,0.266,0,57,0.325,0.314,NA,0.022,NA,-161.565,18.435
63,5,7,1.21,0.286,0,46.2,0.366,0.342,NA,0.04,NA,149.036,-49.399
64,5,8,1.196,0.3,0,50.7,0.386,0.353,NA,0.02,NA,135,-14.036
65,6,1,3.668,1.613,0,16.6,0,0,NA,NA,NA,NA,NA
66,6,2,3.648,1.634,0,36.3,0.029,0.029,NA,0.029,NA,135,NA
67,6,3,3.613,1.641,0,58.2,0.065,0.062,NA,0.035,NA,168.69,33.69
68,6,4,3.606,1.655,0,49.9,0.08,0.075,NA,0.016,NA,116.565,-52.125
69,6,5,3.578,1.682,0,56.4,0.12,0.114,NA,0.039,NA,135,18.435
70,6,6,3.509,1.717,0,33.6,0.197,0.191,NA,0.078,NA,153.435,18.435
71,6,7,3.474,1.738,0,68.9,0.238,0.231,NA,0.04,NA,149.036,-4.399
72,6,8,3.425,1.842,0,48.8,0.353,0.334,NA,0.115,NA,115.017,-34.019
73,6,9,3.425,1.877,0,65.1,0.387,0.359,NA,0.035,NA,90,-25.017
74,6,10,3.418,1.905,0,63.6,0.416,0.384,NA,0.029,NA,104.036,14.036
75,6,11,3.391,1.911,0,55.1,0.445,0.408,NA,0.029,NA,165.964,61.928
76,6,12,3.37,1.932,0,57.9,0.474,0.437,NA,0.029,NA,135,-30.964
77,6,13,3.349,1.96,0,63.9,0.509,0.472,NA,0.035,NA,126.87,-8.13
78,6,14,3.307,2.043,0,70.5,0.602,0.562,NA,0.093,NA,116.565,-10.305
79,6,15,3.3,2.085,0,44.5,0.644,0.599,NA,0.042,NA,99.462,-17.103
80,6,16,3.293,2.113,0,27,0.673,0.625,NA,0.029,NA,104.036,4.574
81,7,1,3.349,0.905,0,84.6,0,0,NA,NA,NA,NA,NA
82,7,2,3.342,0.932,0,78.9,0.029,0.029,NA,0.029,NA,104.036,NA
83,7,3,3.307,0.96,0,61.8,0.073,0.069,NA,0.044,NA,141.34,37.304
84,7,4,3.293,0.96,0,57.9,0.087,0.079,NA,0.014,NA,180,38.66
85,7,5,3.293,0.974,0,60.2,0.101,0.089,NA,0.014,NA,90,-90
86,7,6,3.286,0.974,0,63.4,0.108,0.093,NA,0.007,NA,180,90
87,7,7,3.28,1.002,0,81.8,0.136,0.119,NA,0.029,NA,104.036,-75.964
88,7,8,3.266,0.995,0,84.4,0.152,0.123,NA,0.016,NA,-153.435,102.529
89,7,9,3.259,0.988,0,80.7,0.162,0.123,NA,0.01,NA,-135,18.435
90,7,10,3.231,0.974,0,80.7,0.193,0.137,NA,0.031,NA,-153.435,-18.435
91,7,11,3.231,0.981,0,80.1,0.2,0.141,NA,0.007,NA,90,-116.565
92,7,12,3.231,0.981,0,80.7,0.2,0.141,NA,0,NA,0,-90
93,7,13,3.217,0.995,0,79.5,0.219,0.16,NA,0.02,NA,135,135
94,7,14,3.203,0.988,0,82,0.235,0.168,NA,0.016,NA,-153.435,71.565
95,7,15,3.155,0.974,0,55.8,0.286,0.206,NA,0.051,NA,-164.055,-10.62
96,7,16,3.141,0.988,0,67.8,0.305,0.224,NA,0.02,NA,135,-60.945
97,7,17,3.113,0.988,0,80.1,0.333,0.25,NA,0.028,NA,180,45
98,7,18,3.085,1.009,0,78.6,0.368,0.284,NA,0.035,NA,143.13,-36.87
99,8,1,4.418,3.057,0,25.5,0,0,NA,NA,NA,NA,NA
100,8,2,4.391,2.967,0,29.1,0.094,0.094,NA,0.094,NA,-107.103,NA
101,8,3,4.363,2.884,0,30.9,0.182,0.182,NA,0.088,NA,-108.435,-1.332
102,8,4,4.377,2.835,0,32.4,0.233,0.226,NA,0.051,NA,-74.055,34.38
103,8,5,4.377,2.786,0,24.3,0.281,0.274,NA,0.049,NA,-90,-15.945
104,8,6,4.363,2.703,0,29.7,0.366,0.358,NA,0.084,NA,-99.462,-9.462
105,8,7,4.363,2.675,0,32.4,0.394,0.386,NA,0.028,NA,-90,9.462
106,8,8,4.363,2.641,0,27.3,0.428,0.42,NA,0.035,NA,-90,0
107,8,9,4.363,2.613,0,25.8,0.456,0.448,NA,0.028,NA,-90,0
108,8,10,4.363,2.585,0,25.3,0.484,0.475,NA,0.028,NA,-90,0
109,8,11,4.356,2.571,0,18,0.5,0.49,NA,0.016,NA,-116.565,-26.565
110,8,12,4.349,2.557,0,11.7,0.515,0.505,NA,0.016,NA,-116.565,0
111,8,13,4.321,2.543,0,18.8,0.546,0.523,NA,0.031,NA,-153.435,-36.87
112,8,14,4.307,2.536,0,26.4,0.562,0.533,NA,0.016,NA,-153.435,0
113,8,15,4.28,2.53,0,13.1,0.59,0.546,NA,0.029,NA,-165.964,-12.529
114,8,16,4.252,2.53,0,18,0.618,0.553,NA,0.028,NA,180,-14.036
115,9,1,3.863,5.002,0,9.9,0,0,NA,NA,NA,NA,NA
116,9,2,3.807,4.981,0,4.5,0.059,0.059,NA,0.059,NA,-159.444,NA
117,9,3,3.745,4.953,0,13.1,0.128,0.128,NA,0.068,NA,-156.038,3.406
118,9,4,3.717,4.898,0,21.9,0.19,0.179,NA,0.062,NA,-116.565,39.472
119,9,5,3.696,4.821,0,14.6,0.269,0.246,NA,0.079,NA,-105.255,11.31
120,9,6,3.675,4.752,0,10.5,0.342,0.312,NA,0.073,NA,-106.699,-1.444
121,9,7,3.668,4.703,0,12.7,0.391,0.356,NA,0.049,NA,-98.13,8.569
122,9,8,3.661,4.661,0,29.3,0.433,0.395,NA,0.042,NA,-99.462,-1.332
123,9,9,3.641,4.648,0,27.9,0.458,0.418,NA,0.025,NA,-146.31,-46.848
124,9,10,3.641,4.634,0,26.7,0.472,0.43,NA,0.014,NA,-90,56.31
125,9,11,3.634,4.62,0,21.9,0.487,0.445,NA,0.016,NA,-116.565,-26.565
126,9,12,3.655,4.599,0,29.4,0.517,0.453,NA,0.029,NA,-45,71.565
127,9,13,3.648,4.592,0,23.7,0.527,0.463,NA,0.01,NA,-135,-90
128,9,14,3.634,4.557,0,24.6,0.564,0.5,NA,0.037,NA,-111.801,23.199
129,10,1,5.259,4.405,0,14.7,0,0,NA,NA,NA,NA,NA
130,10,2,5.203,4.398,0,21.6,0.056,0.056,NA,0.056,NA,-172.875,NA
131,10,3,5.175,4.418,0,32.2,0.091,0.084,NA,0.035,NA,143.13,-43.995
132,10,4,5.113,4.418,0,25.2,0.153,0.146,NA,0.062,NA,180,36.87
133,10,5,5.085,4.405,0,27,0.184,0.174,NA,0.031,NA,-153.435,26.565
134,10,6,5.071,4.488,0,23.1,0.269,0.205,NA,0.084,NA,99.462,-107.103
135,10,7,5.064,4.53,0,28.2,0.311,0.231,NA,0.042,NA,99.462,0
136,10,8,5.078,4.564,0,25.2,0.348,0.241,NA,0.037,NA,68.199,-31.264
137,10,9,5.036,4.613,0,18,0.412,0.305,NA,0.064,NA,130.601,62.403
138,10,10,5.009,4.634,0,23.5,0.447,0.339,NA,0.035,NA,143.13,12.529
139,10,11,4.856,4.696,0,16.8,0.612,0.497,NA,0.165,NA,157.751,14.621
140,10,12,4.717,4.877,0,23.7,0.84,0.719,NA,0.228,NA,127.569,-30.182
141,11,1,5.356,1.995,0,12,0,0,NA,NA,NA,NA,NA
142,11,2,5.321,1.988,0,21.4,0.035,0.035,NA,0.035,NA,-168.69,NA
143,11,3,5.314,1.974,0,6.4,0.051,0.047,NA,0.016,NA,-116.565,52.125
144,11,4,5.314,1.974,0,8.1,0.051,0.047,NA,0,NA,0,116.565
145,11,5,5.28,1.953,0,8.4,0.091,0.087,NA,0.04,NA,-149.036,-149.036
146,11,6,5.273,1.911,0,8.7,0.134,0.118,NA,0.042,NA,-99.462,49.574
147,11,7,5.259,1.87,0,15.9,0.178,0.158,NA,0.044,NA,-108.435,-8.973
148,11,8,5.259,1.842,0,19,0.205,0.181,NA,0.028,NA,-90,18.435
149,11,9,5.252,1.835,0,23.1,0.215,0.191,NA,0.01,NA,-135,-45
150,11,10,5.238,1.828,0,18.9,0.231,0.204,NA,0.016,NA,-153.435,-18.435
151,11,11,5.238,1.828,0,14.4,0.231,0.204,NA,0,NA,0,153.435
152,11,12,5.224,1.828,0,15.9,0.245,0.213,NA,0.014,NA,180,180
153,11,13,5.182,1.807,0,12.9,0.291,0.256,NA,0.047,NA,-153.435,26.565
154,11,14,5.155,1.842,0,39.6,0.336,0.253,NA,0.044,NA,128.66,-77.905
155,11,15,5.12,1.849,0,44.4,0.371,0.278,NA,0.035,NA,168.69,40.03
156,11,16,5.127,1.891,0,33.9,0.413,0.252,NA,0.042,NA,80.538,-88.152
157,12,1,3.182,1.495,0,37.6,0,0,NA,NA,NA,NA,NA
158,12,2,3.161,1.509,0,29.7,0.025,0.025,NA,0.025,NA,146.31,NA
159,12,3,3.155,1.523,0,25.5,0.041,0.039,NA,0.016,NA,116.565,-29.745
160,12,4,3.141,1.53,0,44.1,0.056,0.054,NA,0.016,NA,153.435,36.87
161,12,5,3.134,1.543,0,16.2,0.072,0.069,NA,0.016,NA,116.565,-36.87
162,12,6,3.113,1.585,0,45.9,0.118,0.114,NA,0.047,NA,116.565,0
163,12,7,3.064,1.592,0,61.4,0.167,0.153,NA,0.049,NA,171.87,55.305
164,12,8,3.043,1.613,0,72.6,0.197,0.182,NA,0.029,NA,135,-36.87
165,12,9,3.023,1.62,0,52.5,0.219,0.203,NA,0.022,NA,161.565,26.565
166,12,10,2.967,1.655,0,36.3,0.284,0.268,NA,0.066,NA,147.995,-13.57
167,12,11,2.96,1.675,0,81.9,0.306,0.286,NA,0.022,NA,108.435,-39.56
168,12,12,2.953,1.703,0,82.5,0.335,0.31,NA,0.029,NA,104.036,-4.399
169,12,13,2.939,1.724,0,84.9,0.36,0.334,NA,0.025,NA,123.69,19.654
170,12,14,2.946,1.724,0,81.9,0.367,0.329,NA,0.007,NA,0,-123.69
171,12,15,2.953,1.738,0,82,0.382,0.334,NA,0.016,NA,63.435,63.435
172,12,16,2.953,1.752,0,81.7,0.396,0.344,NA,0.014,NA,90,26.565
173,13,1,4.321,1.759,0,40.7,0,0,NA,NA,NA,NA,NA
174,13,2,4.314,1.78,0,32.9,0.022,0.022,NA,0.022,NA,108.435,NA
175,13,3,4.314,1.8,0,24.2,0.043,0.042,NA,0.021,NA,90,-18.435
176,13,4,4.28,1.814,0,47.8,0.08,0.069,NA,0.037,NA,158.199,68.199
177,13,5,4.259,1.828,0,57.5,0.105,0.093,NA,0.025,NA,146.31,-11.889
178,13,6,4.238,1.842,0,42.7,0.13,0.118,NA,0.025,NA,146.31,0
179,13,7,4.231,1.856,0,55.2,0.146,0.133,NA,0.016,NA,116.565,-29.745
180,13,8,4.196,1.863,0,56.1,0.181,0.163,NA,0.035,NA,168.69,52.125
181,13,9,4.175,1.87,0,64.8,0.203,0.183,NA,0.022,NA,161.565,-7.125
182,13,10,4.155,1.87,0,81.3,0.224,0.2,NA,0.021,NA,180,18.435
183,13,11,4.127,1.87,0,76.2,0.252,0.224,NA,0.028,NA,180,0
184,13,12,4.127,1.87,0,75.6,0.252,0.224,NA,0,NA,0,-180
185,13,13,4.099,1.877,0,76.8,0.28,0.252,NA,0.029,NA,165.964,165.964
186,13,14,4.099,1.877,0,76.3,0.28,0.252,NA,0,NA,0,-165.964
187,13,15,4.085,1.877,0,34.1,0.294,0.264,NA,0.014,NA,180,180
188,14,1,2.966,4.698,0,21,0,0,NA,NA,NA,NA,NA
189,14,2,2.929,4.604,0,28.5,0.101,0.101,NA,0.101,NA,-111.371,NA
190,14,3,2.872,4.411,0,22.4,0.303,0.302,NA,0.201,NA,-106.587,4.783
191,14,4,2.851,4.304,0,37.8,0.411,0.41,NA,0.109,NA,-100.886,5.702
192,14,5,2.847,4.263,0,41.1,0.453,0.451,NA,0.041,NA,-95.711,5.175
193,14,6,2.851,4.234,0,45.2,0.482,0.478,NA,0.029,NA,-81.87,13.841
194,14,7,2.851,4.198,0,53.4,0.519,0.514,NA,0.037,NA,-90,-8.13
195,14,8,2.855,4.189,0,53.1,0.528,0.521,NA,0.009,NA,-63.435,26.565
196,14,9,2.896,4.177,0,33.4,0.571,0.526,NA,0.043,NA,-16.699,46.736
197,14,10,2.839,4.161,0,35.3,0.63,0.553,NA,0.06,NA,-164.055,-147.355
198,14,11,2.847,4.156,0,39.6,0.639,0.555,NA,0.009,NA,-26.565,137.49
199,14,12,2.835,4.12,0,32.4,0.678,0.593,NA,0.039,NA,-108.435,-81.87
200,14,13,2.835,4.099,0,15.8,0.699,0.613,NA,0.021,NA,-90,18.435
201,15,1,3.697,4.505,0,9.1,0,0,NA,NA,NA,NA,NA
202,15,2,3.652,4.485,0,20.7,0.05,0.05,NA,0.05,NA,-155.556,NA
203,15,3,3.574,4.403,0,34.3,0.163,0.16,NA,0.113,NA,-133.531,22.025
204,15,4,3.533,4.407,0,16.2,0.204,0.191,NA,0.041,NA,174.289,-52.179
205,15,5,3.504,4.407,0,12.6,0.233,0.217,NA,0.029,NA,180,5.711
206,15,6,3.483,4.399,0,14.8,0.255,0.239,NA,0.022,NA,-158.199,21.801
207,15,7,3.446,4.374,0,8.6,0.299,0.283,NA,0.044,NA,-146.31,11.889
208,15,8,3.41,4.386,0,18.5,0.338,0.311,NA,0.039,NA,161.565,-52.125
209,15,9,3.377,4.386,0,26.1,0.371,0.342,NA,0.033,NA,180,18.435
210,15,10,3.36,4.378,0,13.5,0.389,0.36,NA,0.018,NA,-153.435,26.565
211,16,1,3.007,1.435,0,80.1,0,0,NA,NA,NA,NA,NA
212,16,2,2.987,1.452,0,89.2,0.026,0.026,NA,0.026,NA,141.34,NA
213,16,3,2.974,1.46,0,80.1,0.041,0.041,NA,0.015,NA,146.31,4.97
214,16,4,2.958,1.468,0,83.1,0.059,0.059,NA,0.018,NA,153.435,7.125
215,16,5,2.95,1.489,0,81.9,0.082,0.078,NA,0.022,NA,111.801,-41.634
216,16,6,2.876,1.485,0,79.3,0.156,0.14,NA,0.074,NA,-176.82,71.378
217,16,7,2.872,1.489,0,78,0.161,0.146,NA,0.006,NA,135,-48.18
218,16,8,2.864,1.476,0,79.5,0.176,0.149,NA,0.015,NA,-123.69,101.31
219,16,9,2.806,1.591,0,78.9,0.305,0.254,NA,0.128,NA,116.565,-119.745
220,16,10,2.761,1.645,0,36.7,0.375,0.323,NA,0.07,NA,130.236,13.671
221,16,11,2.58,1.706,0,24,0.565,0.506,NA,0.191,NA,161.175,30.939
222,16,12,2.548,1.731,0,14.7,0.606,0.546,NA,0.041,NA,143.13,-18.045
223,16,13,2.511,1.764,0,19.6,0.656,0.595,NA,0.049,NA,138.366,-4.764
224,16,14,2.507,1.772,0,37.2,0.665,0.603,NA,0.009,NA,116.565,-21.801
225,16,15,2.478,1.776,0,28.8,0.694,0.63,NA,0.029,NA,171.87,55.305
226,16,16,2.457,1.788,0,27.8,0.718,0.653,NA,0.024,NA,149.036,-22.834
227,16,17,2.449,1.792,0,44.1,0.727,0.663,NA,0.009,NA,153.435,4.399
228,16,18,2.445,1.797,0,22.2,0.733,0.668,NA,0.006,NA,135,-18.435
229,17,1,5.24,3.016,0,16.5,0,0,NA,NA,NA,NA,NA
230,17,2,5.211,3.024,0,17.4,0.03,0.03,NA,0.03,NA,164.055,NA
231,17,3,5.195,3.032,0,15,0.048,0.048,NA,0.018,NA,153.435,-10.62
232,17,4,5.187,3.024,0,15.3,0.06,0.054,NA,0.012,NA,-135,71.565
233,17,5,5.178,3.024,0,18.3,0.068,0.062,NA,0.008,NA,180,-45
234,17,6,5.154,3.028,0,17.4,0.093,0.087,NA,0.025,NA,170.538,-9.462
235,17,7,5.109,3.024,0,14.7,0.138,0.132,NA,0.045,NA,-174.806,14.657
236,17,8,5.08,3.016,0,8.9,0.168,0.16,NA,0.03,NA,-164.055,10.751
237,17,9,5.018,3.024,0,9.9,0.23,0.222,NA,0.062,NA,172.405,-23.54
238,17,10,5.002,3.036,0,5.1,0.251,0.239,NA,0.021,NA,143.13,-29.275
239,17,11,4.977,3.036,0,7.5,0.275,0.263,NA,0.025,NA,180,36.87
240,17,12,4.957,3.048,0,11.4,0.299,0.285,NA,0.024,NA,149.036,-30.964
241,17,13,4.949,3.061,0,11.4,0.314,0.295,NA,0.015,NA,123.69,-25.346
242,17,14,4.928,3.073,0,10.4,0.338,0.317,NA,0.024,NA,149.036,25.346
243,17,15,4.916,3.081,0,8.5,0.353,0.331,NA,0.015,NA,146.31,-2.726
244,17,16,4.903,3.093,0,9.9,0.37,0.345,NA,0.017,NA,135,-11.31
245,17,17,4.903,3.11,0,9.6,0.387,0.35,NA,0.016,NA,90,-45
246,17,18,4.899,3.147,0,16.6,0.424,0.365,NA,0.037,NA,96.34,6.34
247,17,20,4.899,3.167,0,23.7,0.444,0.373,NA,0.021,NA,90,-6.34
248,18,1,2.449,1.271,0,60.3,0,0,NA,NA,NA,NA,NA
249,18,2,2.429,1.292,0,61.8,0.029,0.029,NA,0.029,NA,135,NA
250,18,3,2.408,1.308,0,60.6,0.055,0.055,NA,0.026,NA,141.34,6.34
251,18,4,2.388,1.329,0,68.4,0.084,0.084,NA,0.029,NA,135,-6.34
252,18,5,2.383,1.341,0,68.3,0.097,0.096,NA,0.013,NA,108.435,-26.565
253,18,6,2.371,1.382,0,29.7,0.14,0.136,NA,0.043,NA,106.699,-1.736
254,18,7,2.371,1.411,0,20.4,0.169,0.16,NA,0.029,NA,90,-16.699
255,18,8,2.314,1.452,0,33.9,0.239,0.226,NA,0.071,NA,144.462,54.462
256,18,9,2.33,1.489,0,35.9,0.28,0.248,NA,0.04,NA,66.038,-78.425
257,18,10,2.318,1.497,0,46.2,0.295,0.261,NA,0.015,NA,146.31,80.272
258,18,11,2.285,1.501,0,80.1,0.328,0.282,NA,0.033,NA,172.875,26.565
259,18,12,2.264,1.534,0,33.4,0.367,0.321,NA,0.039,NA,122.005,-50.87
260,18,13,2.256,1.542,0,25.5,0.378,0.333,NA,0.012,NA,135,12.995
261,18,14,2.248,1.559,0,25.8,0.396,0.351,NA,0.018,NA,116.565,-18.435
262,18,15,2.076,1.55,0,35.4,0.569,0.466,NA,0.173,NA,-177.274,66.161
263,18,16,2.047,1.6,0,40.5,0.626,0.519,NA,0.057,NA,120.256,-62.47
264,18,17,2.018,1.6,0,66,0.655,0.542,NA,0.029,NA,180,59.744
265,18,18,1.981,1.62,0,39,0.697,0.584,NA,0.042,NA,150.945,-29.055
266,19,1,3.414,2.486,0,31.5,0,0,NA,NA,NA,NA,NA
267,19,2,3.422,2.511,0,74.4,0.026,0.026,NA,0.026,NA,71.565,NA
268,19,3,3.422,2.511,0,40.5,0.026,0.026,NA,0,NA,0,-71.565
269,19,4,3.422,2.527,0,33.6,0.042,0.042,NA,0.016,NA,90,90
270,19,5,3.43,2.568,0,23.7,0.084,0.084,NA,0.042,NA,78.69,-11.31
271,19,6,3.389,2.626,0,13.8,0.155,0.142,NA,0.071,NA,125.538,46.848
272,19,7,3.332,2.663,0,24.9,0.223,0.195,NA,0.068,NA,147.265,21.727
273,19,8,3.319,2.675,0,28.8,0.241,0.211,NA,0.017,NA,135,-12.265
274,19,9,3.254,2.683,0,26.9,0.307,0.254,NA,0.066,NA,172.875,37.875
275,19,10,3.196,2.708,0,30,0.369,0.311,NA,0.063,NA,156.801,-16.074
276,19,11,3.13,2.704,0,34.8,0.435,0.357,NA,0.066,NA,-176.424,26.775
277,19,12,3.081,2.736,0,21.6,0.494,0.416,NA,0.059,NA,146.31,-37.266
278,19,13,3.073,2.749,0,35.4,0.509,0.43,NA,0.015,NA,123.69,-22.62
279,19,14,3.048,2.757,0,44,0.535,0.455,NA,0.026,NA,161.565,37.875
280,19,15,3.028,2.765,0,18.2,0.557,0.476,NA,0.022,NA,158.199,-3.366
281,19,16,2.999,2.786,0,10.5,0.592,0.511,NA,0.035,NA,144.462,-13.736
282,19,17,2.974,2.777,0,20.4,0.618,0.527,NA,0.026,NA,-161.565,53.973
283,19,18,2.958,2.786,0,15.3,0.637,0.545,NA,0.018,NA,153.435,-45
284,20,1,2.535,0.668,0,10.5,0,0,NA,NA,NA,NA,NA
285,20,2,2.519,0.688,0,9.6,0.026,0.026,NA,0.026,NA,128.66,NA
286,20,3,2.49,0.693,0,18.8,0.055,0.051,NA,0.029,NA,171.87,43.21
287,20,4,2.47,0.705,0,14.1,0.079,0.075,NA,0.024,NA,149.036,-22.834
288,20,5,2.466,0.713,0,15,0.088,0.083,NA,0.009,NA,116.565,-32.471
289,20,6,2.453,0.725,0,15.6,0.106,0.1,NA,0.017,NA,135,18.435
290,20,7,2.441,0.725,0,9,0.118,0.111,NA,0.012,NA,180,45
